Name,Type,Cation,Anion,Smiles,"Temperature, K","Pressure, kPa",ActualValue,ErrorValue
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],313.15,101,0.1118,0.0045
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],318.15,101,0.1591,0.0064
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],323.15,101,0.2192,0.0088
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],328.15,101,0.294,0.012
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],333.15,101,0.383,0.015
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],338.15,101,0.49,0.02
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],343.15,101,0.614,0.025
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],348.15,101,0.756,0.03
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],353.15,101,0.918,0.037
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],358.15,101,1.0984,0.044
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],363.15,101,1.2989,0.052
"1-butyl-2,3-dimethylimidazolium azide",imidazolium,C[N+]1=C(C)N(CCCC)C=C1,[N-]=[N+]=[N-],C[N+]1=C(C)N(CCCC)C=C1.[N-]=[N+]=[N-],368.15,101,1.5192,0.061
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,288.15,101,0.737,0.044
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,293.15,101,0.798,0.048
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,298.15,101,0.859,0.052
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,303.15,101,0.921,0.055
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,308.15,101,0.989,0.059
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,313.15,101,1.055,0.063
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,318.15,101,1.123,0.067
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,323.15,101,1.195,0.072
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,328.15,101,1.269,0.076
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,333.15,101,1.341,0.08
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,338.15,101,1.415,0.085
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,343.15,101,1.486,0.089
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,348.15,101,1.564,0.094
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,353.15,101,1.64,0.1
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,288.15,101,0.151,0.015
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,293.15,101,0.201,0.02
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,298.15,101,0.278,0.028
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,303.15,101,0.358,0.036
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,308.15,101,0.461,0.046
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,313.15,101,0.585,0.059
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,318.15,101,0.724,0.072
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,323.15,101,0.883,0.088
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,328.15,101,1.058,0.11
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,333.15,101,1.251,0.12
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,338.15,101,1.467,0.15
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,343.15,101,1.705,0.17
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,348.15,101,1.956,0.2
1-ethyl-3-methylimidazolium acetate,imidazolium,CN1C=C[N+](CC)=C1,CC([O-])=O,CN1C=C[N+](CC)=C1.CC([O-])=O,353.15,101,2.223,0.22
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,273.15,101.325,0.346,0.014
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,278.15,101.325,0.433,0.017
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,283.15,101.325,0.534,0.021
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,288.15,101.325,0.647,0.026
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,293.15,101.325,0.772,0.031
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,298.15,101.325,0.91,0.036
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,298.15,101.325,0.915,0.037
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,303.15,101.325,1.061,0.042
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,313.15,101.325,1.419,0.057
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,323.15,101.325,1.82,0.073
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,333.15,101.325,2.246,0.09
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,343.15,101.325,2.756,0.11
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,imidazolium,CN1C=C[N+](CC)=C1,O=S([O-])(C(F)(F)F)=O,CN1C=C[N+](CC)=C1.O=S([O-])(C(F)(F)F)=O,353.15,101.325,3.287,0.13
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,293.15,101.325,0.275,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,295.16,101.325,0.279,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,298.15,101.325,0.286,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,303.09,101.325,0.293,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,308.13,101.325,0.305,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,313.17,101.325,0.317,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,318.16,101.325,0.329,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,323.11,101.325,0.34,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,328.14,101.325,0.349,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,330.09,101.325,0.351,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,333.16,101.325,0.356,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,335.05,101.325,0.359,0.001
"1,3-dimethylimidazolium acetate",imidazolium,CN1C=[N+](C)C=C1,CC([O-])=O,CN1C=[N+](C)C=C1.CC([O-])=O,338.14,101.325,0.364,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,293.15,101.325,0.326,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,295.16,101.325,0.329,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,298.15,101.325,0.333,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,303.09,101.325,0.342,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,308.13,101.325,0.351,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,313.17,101.325,0.36,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,318.16,101.325,0.367,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,323.11,101.325,0.376,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,328.14,101.325,0.384,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,330.09,101.325,0.389,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,333.16,101.325,0.393,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,335.05,101.325,0.396,0.001
1-methylimidazolium acetate,imidazolium,C[NH+]1C=NC=C1,CC([O-])=O,C[NH+]1C=NC=C1.CC([O-])=O,338.14,101.325,0.4,0.001
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,288.15,101.3,0.359,0.007
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,293.15,101.3,0.441,0.009
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,298.15,101.3,0.542,0.011
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,303.15,101.3,0.645,0.013
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,308.15,101.3,0.765,0.015
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,313.15,101.3,0.899,0.018
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,318.15,101.3,1.05,0.02
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,323.15,101.3,1.19,0.02
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,328.15,101.3,1.35,0.03
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,333.15,101.3,1.53,0.03
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,338.15,101.3,1.71,0.03
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,343.15,101.3,1.91,0.04
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCC)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCC)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,348.15,101.3,2.12,0.04
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,288.15,101.3,0.19,0.004
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,293.15,101.3,0.252,0.005
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,298.15,101.3,0.324,0.007
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,303.15,101.3,0.404,0.008
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,308.15,101.3,0.502,0.01
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,313.15,101.3,0.606,0.012
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,318.15,101.3,0.716,0.014
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,323.15,101.3,0.853,0.017
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,328.15,101.3,0.992,0.02
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,333.15,101.3,1.14,0.02
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,338.15,101.3,1.3,0.03
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,343.15,101.3,1.51,0.03
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,imidazolium,C[N+]1=CN(CCO)C=C1,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,C[N+]1=CN(CCO)C=C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,348.15,101.3,1.67,0.03
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,imidazolium,CN1C=C[N+](CC)=C1,FS([N-]S(F)(=O)=O)(=O)=O,CN1C=C[N+](CC)=C1.FS([N-]S(F)(=O)=O)(=O)=O,268,100,0.58,0.01
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,imidazolium,CN1C=C[N+](CC)=C1,FS([N-]S(F)(=O)=O)(=O)=O,CN1C=C[N+](CC)=C1.FS([N-]S(F)(=O)=O)(=O)=O,278,100,0.86,0.01
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,imidazolium,CN1C=C[N+](CC)=C1,FS([N-]S(F)(=O)=O)(=O)=O,CN1C=C[N+](CC)=C1.FS([N-]S(F)(=O)=O)(=O)=O,288,100,1.21,0.01
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,imidazolium,CN1C=C[N+](CC)=C1,FS([N-]S(F)(=O)=O)(=O)=O,CN1C=C[N+](CC)=C1.FS([N-]S(F)(=O)=O)(=O)=O,298,100,1.61,0.02
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,imidazolium,CN1C=C[N+](CC)=C1,FS([N-]S(F)(=O)=O)(=O)=O,CN1C=C[N+](CC)=C1.FS([N-]S(F)(=O)=O)(=O)=O,308,100,2.07,0.02
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,imidazolium,CN1C=C[N+](CC)=C1,FS([N-]S(F)(=O)=O)(=O)=O,CN1C=C[N+](CC)=C1.FS([N-]S(F)(=O)=O)(=O)=O,318,100,2.57,0.03
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,imidazolium,CN1C=C[N+](CC)=C1,FS([N-]S(F)(=O)=O)(=O)=O,CN1C=C[N+](CC)=C1.FS([N-]S(F)(=O)=O)(=O)=O,328,100,3.11,0.03
